site_id,.model,date,amam_filled,.mean,mean_vpd,ensemble,iso_year,iso_week,mean_temp,min_temp,max_temp,rh_min,rh_max,mean_precip_mm,sum_precip_mm,dd,thirty_day_dd,dd_30d_rollsum_lag34,dd_30d_rollsum_lag42,dd_30d_rollsum_lag50,dd_30d_rollsum_prev_week,cume_dd_prev_week,jd,amam_4wk_rollmean_lag1,mean_vpd_4wk_rollmean_lag1,amam_4wk_rollmean_lag50,mean_vpd_4wk_rollmean_lag50,amam_lag1,amam_lag2,amam_lag3,amam_lag4,iso_week_num,dd_rollsum_prev_week
BLAN,standard_arima,2021-09-06,"N(1.9, 29)",1.9282872757414327,0.9841499613629713,1,2021,2021-W36-1,19.340295301164907,8.129779052734376,34.400042724609385,26.70853996276856,90.77336883544922,0.034428572149149,0.24100000504404304,20.615590558733267,751.6045968191964,712.7547714285712,712.7121785714285,687.1655285714286,761.8604919433593,3468.112641943359,249,0,1.0399237813389488,0,0.39880318716757357,NA,NA,0,0,36,163.07277526855475
BLAN,standard_arima,2021-09-13,"N(2.1, 37)",2.079561009028625,0.9496473540666643,1,2021,2021-W37-1,19.366087831769676,11.819232177734378,30.958758544921885,30.7563419342041,95.88446807861328,0.008571428912026542,0.0600000023841858,21.363201468331482,707.4370884486609,721.0384571428568,712.6505857142855,712.1483071428571,723.0196258544922,3612.421775854492,256,0,1.0606829395635076,0,0.40366279270318856,NA,NA,NA,0,37,144.30913391113285
BLAN,standard_arima,2021-09-20,"N(1.3, 42)",1.3046410047529975,0.6181444027735468,1,2021,2021-W38-1,15.722280556815017,2.599993896484374,31.59999389648439,23.8726863861084,98.84976577758789,0.539285720778363,3.7750000454485413,17.244121151878726,676.8147173200337,733.3113653738835,720.0705428571425,712.8747071428569,700.8120361328128,3761.9641861328123,263,0,1.1147671858468564,0,0.39104964611478854,NA,NA,NA,NA,38,149.54241027832035
BLAN,standard_arima,2021-09-27,"N(-0.082, 44)",-0.0824199577667496,0.011476922974347645,1,2021,2021-W39-1,8.408496093750001,8.408496093750001,8.408496093750001,98.9636001586914,98.9636001586914,0.0849999984105428,0.0849999984105428,8.408496093750001,613.0883585611981,740.2433563232418,721.2533999999996,710.2858499999998,631.7798563639325,3882.6730341959633,270,0,0.8929509212550522,0,0.39907913547982626,NA,NA,NA,NA,39,120.70884806315107
BLAN,standard_prophet,2021-08-23,sample[5000],5.18142617612502,1.5054094611407638,1,2021,2021-W34-1,26.669445364815857,18.83424682617188,39.041400146484385,27.423849105834964,97.17839813232422,0.1928571461566857,1.3500000230968,27.80538809640068,745.8794302804126,694.0647,669.6666071428572,641.4279857142857,738.2999999999996,3110.4021499999994,235,0,0.9990013479456932,0,0.5258313511152258,0,0,0,0,34,173.54999999999993
BLAN,standard_prophet,2021-08-30,sample[5000],4.349148708484076,1.0198619668170263,1,2021,2021-W35-1,21.929826518467504,13.300006103515628,34.40001220703126,31.082324981689453,97.74515533447266,0.1500000030866691,1.0500000216066838,23.29611075265068,763.1045750209262,713.0128142857142,690.2430785714286,663.9971571428571,754.4877166748043,3305.039866674804,242,0,1.0766424621265165,0,0.46928318932379537,NA,0,0,0,35,194.63771667480475
BLAN,standard_prophet,2021-09-06,sample[5000],4.0844179488631465,0.9841499613629713,1,2021,2021-W36-1,19.340295301164907,8.129779052734376,34.400042724609385,26.70853996276856,90.77336883544922,0.034428572149149,0.24100000504404304,20.615590558733267,751.6045968191964,712.7547714285712,712.7121785714285,687.1655285714286,761.8604919433593,3468.112641943359,249,0,1.0399237813389488,0,0.39880318716757357,NA,NA,0,0,36,163.07277526855475
BLAN,standard_prophet,2021-09-13,sample[5000],4.314564876162502,0.9496473540666643,1,2021,2021-W37-1,19.366087831769676,11.819232177734378,30.958758544921885,30.7563419342041,95.88446807861328,0.008571428912026542,0.0600000023841858,21.363201468331482,707.4370884486609,721.0384571428568,712.6505857142855,712.1483071428571,723.0196258544922,3612.421775854492,256,0,1.0606829395635076,0,0.40366279270318856,NA,NA,NA,0,37,144.30913391113285
BLAN,standard_prophet,2021-09-20,sample[5000],3.128510974068738,0.6181444027735468,1,2021,2021-W38-1,15.722280556815017,2.599993896484374,31.59999389648439,23.8726863861084,98.84976577758789,0.539285720778363,3.7750000454485413,17.244121151878726,676.8147173200337,733.3113653738835,720.0705428571425,712.8747071428569,700.8120361328128,3761.9641861328123,263,0,1.1147671858468564,0,0.39104964611478854,NA,NA,NA,NA,38,149.54241027832035
BLAN,standard_prophet,2021-09-27,sample[5000],2.827706320007992,0.011476922974347645,1,2021,2021-W39-1,8.408496093750001,8.408496093750001,8.408496093750001,98.9636001586914,98.9636001586914,0.0849999984105428,0.0849999984105428,8.408496093750001,613.0883585611981,740.2433563232418,721.2533999999996,710.2858499999998,631.7798563639325,3882.6730341959633,270,0,0.8929509212550522,0,0.39907913547982626,NA,NA,NA,NA,39,120.70884806315107
KONZ,basic_arima,2021-08-23,"N(2.5, 343)",2.4879781748522802,2.664592871793886,1,2021,2021-W34-1,30.79611220586869,24.096697998046885,41.03801269531252,21.019405364990234,76.37786102294922,0.015714286267757414,0.11000000387430191,31.614775303431934,824.5084967843193,778.2550357142858,793.4199142857143,805.1819571428572,813.3494000000001,3724.64785,235,95.27777777777779,1.0740979708404481,295,1.0031610061008802,82.22222222222223,94.44444444444446,106.66666666666669,97.77777777777779,34,183.19735
KONZ,basic_arima,2021-08-30,"N(6.7, 1353)",6.7400151929178875,1.9576501199191023,1,2021,2021-W35-1,27.521076801845016,17.48536987304688,36.84050292968751,23.289508819580078,93.86940002441406,0.06000000004257475,0.4200000002980232,27.685639299665187,842.2867434082033,797.4347142857143,777.1239785714286,795.3006857142858,828.7412771240236,3945.9512771240234,242,95.27777777777779,1.4429016430343147,205,0.8972668304387502,NA,82.22222222222223,94.44444444444446,106.66666666666669,35,221.30342712402353
KONZ,basic_arima,2021-09-06,"N(12, 2918)",11.994487796690997,1.281648403717611,1,2021,2021-W36-1,23.107080241612035,11.126910400390628,31.800036621093764,23.353185653686523,98.363861083984375,0.6780000002256461,4.746000001579523,23.41603538876489,826.1734502772742,793.8626214285715,795.6159,777.6815428571429,849.7861522216799,4139.75075222168,249,95.27777777777779,1.6416663150988675,120,0.7785718485900148,NA,NA,82.22222222222223,94.44444444444446,36,193.7994750976563
KONZ,basic_arima,2021-09-13,"N(17, 4088)",16.539246836748156,1.527030832723011,1,2021,2021-W37-1,26.581386166527167,18.900012207031256,34.65874023437501,30.33310890197754,94.27771759033203,0.2014285807098661,1.4100000649690627,26.681013706752243,811.8076731154672,812.1027285714287,793.6788571428572,792.6549714285715,814.1333999430341,4303.662999943034,256,95.27777777777779,1.6789351654814344,60,0.7322109339848184,NA,NA,NA,82.22222222222223,37,163.91224772135422
KONZ,basic_arima,2021-09-20,"N(20, 4964)",20.470152236721038,1.4961105396362557,1,2021,2021-W38-1,20.375136384509865,5.421954345703125,32.70000000000001,16.180587768554688,88.1862564086914,0.024285714328289035,0.17000000029802326,20.61128467378163,793.8692774146673,818.3222760219029,809.8813428571428,794.6234785714286,809.7778958902998,4490.4300958902995,263,95.27777777777779,1.8577305570384028,20,0.9101766548542511,NA,NA,NA,NA,38,186.7670959472657
KONZ,basic_arima,2021-09-27,"N(24, 5619)",23.870116267232458,1.671542073563935,1,2021,2021-W39-1,18.30848999023438,18.30848999023438,18.30848999023438,20.863595962524414,20.863595962524414,0,0,18.30848999023438,737.7146504720055,819.5038247558595,813.7323,793.7470500000001,749.3528493245445,4634.709088606771,270,95.27777777777779,1.5656099739989953,0,0.995196330049304,NA,NA,NA,NA,39,144.2789927164714
KONZ,basic_prophet,2021-08-23,sample[5000],55.17195133205644,2.664592871793886,1,2021,2021-W34-1,30.79611220586869,24.096697998046885,41.03801269531252,21.019405364990234,76.37786102294922,0.015714286267757414,0.11000000387430191,31.614775303431934,824.5084967843193,778.2550357142858,793.4199142857143,805.1819571428572,813.3494000000001,3724.64785,235,95.27777777777779,1.0740979708404481,295,1.0031610061008802,82.22222222222223,94.44444444444446,106.66666666666669,97.77777777777779,34,183.19735
KONZ,basic_prophet,2021-08-30,sample[5000],50.25945314101191,1.9576501199191023,1,2021,2021-W35-1,27.521076801845016,17.48536987304688,36.84050292968751,23.289508819580078,93.86940002441406,0.06000000004257475,0.4200000002980232,27.685639299665187,842.2867434082033,797.4347142857143,777.1239785714286,795.3006857142858,828.7412771240236,3945.9512771240234,242,95.27777777777779,1.4429016430343147,205,0.8972668304387502,NA,82.22222222222223,94.44444444444446,106.66666666666669,35,221.30342712402353
KONZ,basic_prophet,2021-09-06,sample[5000],48.44693940512215,1.281648403717611,1,2021,2021-W36-1,23.107080241612035,11.126910400390628,31.800036621093764,23.353185653686523,98.363861083984375,0.6780000002256461,4.746000001579523,23.41603538876489,826.1734502772742,793.8626214285715,795.6159,777.6815428571429,849.7861522216799,4139.75075222168,249,95.27777777777779,1.6416663150988675,120,0.7785718485900148,NA,NA,82.22222222222223,94.44444444444446,36,193.7994750976563
KONZ,basic_prophet,2021-09-13,sample[5000],46.95302966219303,1.527030832723011,1,2021,2021-W37-1,26.581386166527167,18.900012207031256,34.65874023437501,30.33310890197754,94.27771759033203,0.2014285807098661,1.4100000649690627,26.681013706752243,811.8076731154672,812.1027285714287,793.6788571428572,792.6549714285715,814.1333999430341,4303.662999943034,256,95.27777777777779,1.6789351654814344,60,0.7322109339848184,NA,NA,NA,82.22222222222223,37,163.91224772135422
KONZ,basic_prophet,2021-09-20,sample[5000],43.5524712209106,1.4961105396362557,1,2021,2021-W38-1,20.375136384509865,5.421954345703125,32.70000000000001,16.180587768554688,88.1862564086914,0.024285714328289035,0.17000000029802326,20.61128467378163,793.8692774146673,818.3222760219029,809.8813428571428,794.6234785714286,809.7778958902998,4490.4300958902995,263,95.27777777777779,1.8577305570384028,20,0.9101766548542511,NA,NA,NA,NA,38,186.7670959472657
KONZ,basic_prophet,2021-09-27,sample[5000],40.46897671471593,1.671542073563935,1,2021,2021-W39-1,18.30848999023438,18.30848999023438,18.30848999023438,20.863595962524414,20.863595962524414,0,0,18.30848999023438,737.7146504720055,819.5038247558595,813.7323,793.7470500000001,749.3528493245445,4634.709088606771,270,95.27777777777779,1.5656099739989953,0,0.995196330049304,NA,NA,NA,NA,39,144.2789927164714
KONZ,standard_arima,2021-08-23,"N(88, 352)",87.93941704022916,2.664592871793886,1,2021,2021-W34-1,30.79611220586869,24.096697998046885,41.03801269531252,21.019405364990234,76.37786102294922,0.015714286267757414,0.11000000387430191,31.614775303431934,824.5084967843193,778.2550357142858,793.4199142857143,805.1819571428572,813.3494000000001,3724.64785,235,95.27777777777779,1.0740979708404481,295,1.0031610061008802,82.22222222222223,94.44444444444446,106.66666666666669,97.77777777777779,34,183.19735
KONZ,standard_arima,2021-08-30,"N(81, 1292)",81.06838274170896,1.9576501199191023,1,2021,2021-W35-1,27.521076801845016,17.48536987304688,36.84050292968751,23.289508819580078,93.86940002441406,0.06000000004257475,0.4200000002980232,27.685639299665187,842.2867434082033,797.4347142857143,777.1239785714286,795.3006857142858,828.7412771240236,3945.9512771240234,242,95.27777777777779,1.4429016430343147,205,0.8972668304387502,NA,82.22222222222223,94.44444444444446,106.66666666666669,35,221.30342712402353
KONZ,standard_arima,2021-09-06,"N(71, 2612)",70.91433247951487,1.281648403717611,1,2021,2021-W36-1,23.107080241612035,11.126910400390628,31.800036621093764,23.353185653686523,98.363861083984375,0.6780000002256461,4.746000001579523,23.41603538876489,826.1734502772742,793.8626214285715,795.6159,777.6815428571429,849.7861522216799,4139.75075222168,249,95.27777777777779,1.6416663150988675,120,0.7785718485900148,NA,NA,82.22222222222223,94.44444444444446,36,193.7994750976563
KONZ,standard_arima,2021-09-13,"N(67, 3407)",67.07406954080318,1.527030832723011,1,2021,2021-W37-1,26.581386166527167,18.900012207031256,34.65874023437501,30.33310890197754,94.27771759033203,0.2014285807098661,1.4100000649690627,26.681013706752243,811.8076731154672,812.1027285714287,793.6788571428572,792.6549714285715,814.1333999430341,4303.662999943034,256,95.27777777777779,1.6789351654814344,60,0.7322109339848184,NA,NA,NA,82.22222222222223,37,163.91224772135422
KONZ,standard_arima,2021-09-20,"N(65, 3885)",64.66646212766132,1.4961105396362557,1,2021,2021-W38-1,20.375136384509865,5.421954345703125,32.70000000000001,16.180587768554688,88.1862564086914,0.024285714328289035,0.17000000029802326,20.61128467378163,793.8692774146673,818.3222760219029,809.8813428571428,794.6234785714286,809.7778958902998,4490.4300958902995,263,95.27777777777779,1.8577305570384028,20,0.9101766548542511,NA,NA,NA,NA,38,186.7670959472657
KONZ,standard_arima,2021-09-27,"N(63, 4173)",62.94353784132175,1.671542073563935,1,2021,2021-W39-1,18.30848999023438,18.30848999023438,18.30848999023438,20.863595962524414,20.863595962524414,0,0,18.30848999023438,737.7146504720055,819.5038247558595,813.7323,793.7470500000001,749.3528493245445,4634.709088606771,270,95.27777777777779,1.5656099739989953,0,0.995196330049304,NA,NA,NA,NA,39,144.2789927164714
KONZ,standard_prophet,2021-08-23,sample[5000],108.23503972752047,2.664592871793886,1,2021,2021-W34-1,30.79611220586869,24.096697998046885,41.03801269531252,21.019405364990234,76.37786102294922,0.015714286267757414,0.11000000387430191,31.614775303431934,824.5084967843193,778.2550357142858,793.4199142857143,805.1819571428572,813.3494000000001,3724.64785,235,95.27777777777779,1.0740979708404481,295,1.0031610061008802,82.22222222222223,94.44444444444446,106.66666666666669,97.77777777777779,34,183.19735
KONZ,standard_prophet,2021-08-30,sample[5000],63.55601426305452,1.9576501199191023,1,2021,2021-W35-1,27.521076801845016,17.48536987304688,36.84050292968751,23.289508819580078,93.86940002441406,0.06000000004257475,0.4200000002980232,27.685639299665187,842.2867434082033,797.4347142857143,777.1239785714286,795.3006857142858,828.7412771240236,3945.9512771240234,242,95.27777777777779,1.4429016430343147,205,0.8972668304387502,NA,82.22222222222223,94.44444444444446,106.66666666666669,35,221.30342712402353
KONZ,standard_prophet,2021-09-06,sample[5000],30.42668756197592,1.281648403717611,1,2021,2021-W36-1,23.107080241612035,11.126910400390628,31.800036621093764,23.353185653686523,98.363861083984375,0.6780000002256461,4.746000001579523,23.41603538876489,826.1734502772742,793.8626214285715,795.6159,777.6815428571429,849.7861522216799,4139.75075222168,249,95.27777777777779,1.6416663150988675,120,0.7785718485900148,NA,NA,82.22222222222223,94.44444444444446,36,193.7994750976563
KONZ,standard_prophet,2021-09-13,sample[5000],37.35195211168956,1.527030832723011,1,2021,2021-W37-1,26.581386166527167,18.900012207031256,34.65874023437501,30.33310890197754,94.27771759033203,0.2014285807098661,1.4100000649690627,26.681013706752243,811.8076731154672,812.1027285714287,793.6788571428572,792.6549714285715,814.1333999430341,4303.662999943034,256,95.27777777777779,1.6789351654814344,60,0.7322109339848184,NA,NA,NA,82.22222222222223,37,163.91224772135422
KONZ,standard_prophet,2021-09-20,sample[5000],1.2180304935523159,1.4961105396362557,1,2021,2021-W38-1,20.375136384509865,5.421954345703125,32.70000000000001,16.180587768554688,88.1862564086914,0.024285714328289035,0.17000000029802326,20.61128467378163,793.8692774146673,818.3222760219029,809.8813428571428,794.6234785714286,809.7778958902998,4490.4300958902995,263,95.27777777777779,1.8577305570384028,20,0.9101766548542511,NA,NA,NA,NA,38,186.7670959472657
KONZ,standard_prophet,2021-09-27,sample[5000],35.76486794238684,1.671542073563935,1,2021,2021-W39-1,18.30848999023438,18.30848999023438,18.30848999023438,20.863595962524414,20.863595962524414,0,0,18.30848999023438,737.7146504720055,819.5038247558595,813.7323,793.7470500000001,749.3528493245445,4634.709088606771,270,95.27777777777779,1.5656099739989953,0,0.995196330049304,NA,NA,NA,NA,39,144.2789927164714
LENO,basic_arima,2021-08-23,"N(1.1, 18)",1.0754929153791561,1.2100894314588737,1,2021,2021-W34-1,27.392420596168165,21.30574340820313,36.44835205078127,37.672611236572266,98.1616439819336,0.30000000447034836,2.1000000312924385,28.300418090820322,814.0832390311106,778.9249642857143,769.5082571428572,772.4613,811.7135000000001,4504.8338,235,5.25,0.30112851764643433,0,0.7063782707047803,4.5,5,5.5,6,34,187.14409999999998
LENO,basic_arima,2021-08-30,"N(2.8, 62)",2.7790069926139314,0.8841488754281608,1,2021,2021-W35-1,26.23578113374257,21.20015258789063,34.58104248046876,44.41848373413086,97.7053451538086,1.215714325436524,8.510000278055667,27.14706072126117,816.2713462995258,791.7799214285715,777.4678071428572,769.7222785714287,813.4050266357423,4702.936726635742,242,5.25,0.5096083994654019,0,0.6935813223321696,NA,4.5,5,5.5,35,198.10292663574225
LENO,basic_arima,2021-09-06,"N(4.8, 121)",4.751094409065934,0.8640405368378212,1,2021,2021-W36-1,24.284998539515914,17.905566406250006,34.757281494140635,29.21432876586914,97.363861083984375,0.5792857120079654,4.054999984055757,24.933899797712062,810.9416079973496,797.5590714285714,789.7484928571429,776.0720142857143,817.3360016845705,4892.966151684571,249,5.25,0.657088946583217,0,0.6311974523249466,NA,NA,4.5,5,36,190.0294250488282
LENO,basic_arima,2021-09-13,"N(6.7, 181)",6.724545207079454,1.325975676645746,1,2021,2021-W37-1,24.611681583949508,17.34035034179688,33.50340576171876,29.126697540283203,85.7204818725586,0,0,25.456890433175232,799.2973604457313,807.0623142857144,797.3286857142857,787.4386071428572,803.5262502685549,5067.503450268555,256,5.25,0.7968039642468192,0,0.3912496120589324,NA,NA,NA,4.5,37,174.53729858398444
LENO,basic_arima,2021-09-20,"N(8.5, 230)",8.518814694504893,0.8373879124892376,1,2021,2021-W38-1,23.419127110072555,16.02705688476563,33.300006103515635,29.840702056884766,99.4200210571289,1.4022857204079626,9.81600004285574,24.348186819893982,781.9603204206197,811.4116344726563,805.7949428571429,797.5277357142858,795.3001333007816,5245.701683300782,263,5.25,1.0710636300926504,0,0.26764874888189927,NA,NA,NA,NA,38,178.19823303222663
LENO,basic_arima,2021-09-27,"N(10, 265)",10.028351542802444,0.36450044398364956,1,2021,2021-W39-1,20.30848999023438,20.30848999023438,20.30848999023438,84.76360321044922,84.76360321044922,0,0,20.30848999023438,763.1574554443363,814.7022639404298,808.60415,796.79425,769.7973022460941,5416.138991040039,270,5.25,0.9778882503502414,0,0.2890132566506034,NA,NA,NA,NA,39,170.43730773925788
LENO,basic_prophet,2021-08-23,sample[5000],32.37841679117134,1.2100894314588737,1,2021,2021-W34-1,27.392420596168165,21.30574340820313,36.44835205078127,37.672611236572266,98.1616439819336,0.30000000447034836,2.1000000312924385,28.300418090820322,814.0832390311106,778.9249642857143,769.5082571428572,772.4613,811.7135000000001,4504.8338,235,5.25,0.30112851764643433,0,0.7063782707047803,4.5,5,5.5,6,34,187.14409999999998
LENO,basic_prophet,2021-08-30,sample[5000],35.94466636841923,0.8841488754281608,1,2021,2021-W35-1,26.23578113374257,21.20015258789063,34.58104248046876,44.41848373413086,97.7053451538086,1.215714325436524,8.510000278055667,27.14706072126117,816.2713462995258,791.7799214285715,777.4678071428572,769.7222785714287,813.4050266357423,4702.936726635742,242,5.25,0.5096083994654019,0,0.6935813223321696,NA,4.5,5,5.5,35,198.10292663574225
LENO,basic_prophet,2021-09-06,sample[5000],32.94859845609776,0.8640405368378212,1,2021,2021-W36-1,24.284998539515914,17.905566406250006,34.757281494140635,29.21432876586914,97.363861083984375,0.5792857120079654,4.054999984055757,24.933899797712062,810.9416079973496,797.5590714285714,789.7484928571429,776.0720142857143,817.3360016845705,4892.966151684571,249,5.25,0.657088946583217,0,0.6311974523249466,NA,NA,4.5,5,36,190.0294250488282
LENO,basic_prophet,2021-09-13,sample[5000],26.051441744422586,1.325975676645746,1,2021,2021-W37-1,24.611681583949508,17.34035034179688,33.50340576171876,29.126697540283203,85.7204818725586,0,0,25.456890433175232,799.2973604457313,807.0623142857144,797.3286857142857,787.4386071428572,803.5262502685549,5067.503450268555,256,5.25,0.7968039642468192,0,0.3912496120589324,NA,NA,NA,4.5,37,174.53729858398444
LENO,basic_prophet,2021-09-20,sample[5000],18.514388370276993,0.8373879124892376,1,2021,2021-W38-1,23.419127110072555,16.02705688476563,33.300006103515635,29.840702056884766,99.4200210571289,1.4022857204079626,9.81600004285574,24.348186819893982,781.9603204206197,811.4116344726563,805.7949428571429,797.5277357142858,795.3001333007816,5245.701683300782,263,5.25,1.0710636300926504,0,0.26764874888189927,NA,NA,NA,NA,38,178.19823303222663
LENO,basic_prophet,2021-09-27,sample[5000],10.522196185734979,0.36450044398364956,1,2021,2021-W39-1,20.30848999023438,20.30848999023438,20.30848999023438,84.76360321044922,84.76360321044922,0,0,20.30848999023438,763.1574554443363,814.7022639404298,808.60415,796.79425,769.7973022460941,5416.138991040039,270,5.25,0.9778882503502414,0,0.2890132566506034,NA,NA,NA,NA,39,170.43730773925788
LENO,standard_arima,2021-08-23,"N(0.78, 17)",0.7775580849250261,1.2100894314588737,1,2021,2021-W34-1,27.392420596168165,21.30574340820313,36.44835205078127,37.672611236572266,98.1616439819336,0.30000000447034836,2.1000000312924385,28.300418090820322,814.0832390311106,778.9249642857143,769.5082571428572,772.4613,811.7135000000001,4504.8338,235,5.25,0.30112851764643433,0,0.7063782707047803,4.5,5,5.5,6,34,187.14409999999998
