site_id,date,amam_filled,mean_vpd,ensemble,iso_year,iso_week,mean_temp,min_temp,max_temp,rh_min,rh_max,mean_precip_mm,sum_precip_mm,dd,thirty_day_dd,dd_30d_rollsum_lag34,dd_30d_rollsum_lag42,dd_30d_rollsum_lag50,dd_30d_rollsum_prev_week,cume_dd_prev_week,jd,amam_4wk_rollmean_lag1,mean_vpd_4wk_rollmean_lag1,amam_4wk_rollmean_lag50,mean_vpd_4wk_rollmean_lag50,amam_lag1,amam_lag2,amam_lag3,amam_lag4,iso_week_num,dd_rollsum_prev_week
BLAN,2015-06-29,3.311945678347617,0.8914285714285715,NA,2015,NA,22.14999999999999,15.24999999999996,29.65,36.800000000000004,100,0,0,22.14999999999999,695.6642857142854,586.5285714285709,506.6499999999994,470.021428571428,691.0499999999996,1864.7499999999975,180,10.949197860962565,0.9564285714285714,4.9079754601227,0.8957142857142858,3.1372549019607843,11.265597147950087,19.39393939393939,10,27,158.79999999999993
BLAN,2015-07-06,3.486636454734449,0.9585714285714286,NA,2015,NA,24.58571428571428,15.149999999999993,31.04999999999998,47.2,100,0,0,24.58571428571428,721.935714285714,602.0499999999995,575.6571428571423,502.16428571428514,710.4499999999996,2019.7999999999972,187,9.27718428054947,1.075,4.9079754601227,0.8957142857142858,3.311945678347617,3.1372549019607843,11.265597147950087,19.39393939393939,28,155.04999999999993
BLAN,2015-07-13,3.6613272311212817,0.8071428571428572,NA,2015,2015-W29,23.785714285714274,13.149999999999991,34.049999999999976,44.5,100,0,0,23.785714285714274,705.9785714285711,621.2428571428567,603.8428571428567,563.6285714285708,718.0499999999997,2191.8999999999974,194,5.300358545748234,0.9810714285714286,4.9079754601227,0.8957142857142858,3.486636454734449,3.311945678347617,3.1372549019607843,11.265597147950087,29,172.09999999999994
BLAN,2015-07-20,2.440884820747521,1.2242857142857142,NA,2015,NA,23.942857142857125,14.450000000000005,32.34999999999999,34.9,100,0.23042857142857143,1.613,23.942857142857125,698.3142857142853,664.9928571428567,615.3999999999995,605.1999999999995,705.2499999999997,2358.3999999999974,201,3.399291066541033,0.8935714285714287,4.9079754601227,0.8957142857142858,3.6613272311212817,3.486636454734449,3.311945678347617,3.1372549019607843,30,166.49999999999991
BLAN,2015-07-27,1.2204424103737606,1.1400000000000001,NA,2015,NA,25.014285714285702,15.549999999999969,32.049999999999976,30.700000000000003,100,0,0,25.014285714285702,717.6642857142854,697.5571428571425,657.2428571428567,609.3499999999996,699.3999999999996,2525.9999999999973,208,3.225198546237717,0.9703571428571429,4.9079754601227,0.8957142857142858,2.440884820747521,3.6613272311212817,3.486636454734449,3.311945678347617,31,167.59999999999988
BLAN,2015-08-03,0,1.21,NA,2015,2015-W32,23.57142857142856,16.049999999999972,32.65,29.400000000000002,99.4,2.995142857142857,20.965999999999998,23.57142857142856,725.3928571428568,699.5071428571424,698.8357142857138,650.7428571428567,727.0999999999997,2701.099999999997,215,2.702322729244253,1.0325,4.9079754601227,0.8957142857142858,1.2204424103737606,2.440884820747521,3.6613272311212817,3.486636454734449,32,175.0999999999999
BLAN,2015-08-10,0,1.1585714285714286,NA,2015,NA,23.107142857142843,12.649999999999991,33.549999999999976,27.400000000000002,100,5.1452857142857145,36.017,23.107142857142843,719.5714285714282,721.7714285714283,695.6642857142854,698.1357142857139,719.4499999999996,2866.0999999999967,222,1.8306636155606408,1.095357142857143,4.9079754601227,0.8957142857142858,0,1.2204424103737606,2.440884820747521,3.6613272311212817,33,164.99999999999991
BLAN,2015-08-17,0,1.1300000000000001,NA,2015,NA,23.342857142857124,12.34999999999998,34.249999999999964,30,100,3.0717142857142856,21.502,23.342857142857124,719.478571428571,704.7214285714283,721.935714285714,692.8928571428568,723.7499999999995,3027.8499999999967,229,0.9153318077803204,1.1832142857142858,4.9079754601227,0.8957142857142858,0,0,1.2204424103737606,2.440884820747521,34,161.7499999999999
BLAN,2015-08-24,0,1.2442857142857142,NA,2015,2015-W35,22.235714285714277,12.649999999999991,31.650000000000002,32.9,100,0,0,22.235714285714277,700.5071428571424,698.1571428571425,705.9785714285711,720.8499999999997,716.4499999999996,3191.249999999997,236,0.30511060259344014,1.1596428571428572,4.9079754601227,0.8957142857142858,0,0,0,1.2204424103737606,35,163.39999999999986
BLAN,2015-08-31,0,1.2914285714285714,NA,2015,NA,24.685714285714273,14.450000000000005,33.249999999999964,33.6,100,2.7647142857142857,19.353,24.685714285714273,698.2214285714282,721.2928571428567,698.3142857142853,707.8071428571426,693.4999999999995,3346.8999999999965,243,0,1.1857142857142857,4.9079754601227,0.8957142857142858,0,0,0,0,36,155.64999999999995
BLAN,2015-09-07,0,0.9914285714285714,NA,2015,NA,21.649999999999984,8.64999999999999,33.249999999999964,32,100,5.836428571428572,40.855,21.649999999999984,703.8714285714282,723.9571428571425,717.6642857142854,699.1499999999996,702.3999999999996,3519.6999999999966,250,0,1.2060714285714287,4.9079754601227,0.8957142857142858,0,0,0,0,37,172.7999999999999
BLAN,2015-09-14,0,1.2914285714285716,NA,2015,2015-W38,19.254021428571416,8.849999999999978,28.349999999999987,23.6,97.30000000000001,0,0,19.254021428571416,669.129321428571,720.1571428571425,725.3928571428568,713.7071428571425,694.5499999999996,3671.2499999999964,257,0,1.1642857142857144,4.9079754601227,0.8957142857142858,0,0,0,0,38,151.54999999999987
BLAN,2015-09-21,0,0.59,NA,2015,NA,15.425078571428571,7.4621,23.1254,29.3,100,1.6131428571428572,11.292,15.425078571428571,632.6570357142854,718.0571428571425,719.5714285714282,726.4857142857139,657.6281499999997,3806.0281499999965,264,0,1.2046428571428571,4.9079754601227,0.8957142857142858,0,0,0,0,39,134.77814999999993
BLAN,2015-09-28,0,0.17714285714285713,NA,2015,NA,15.09555,7.5905,24.2211,57.800000000000004,100,15.20857142857143,106.46000000000001,15.09555,584.8094928571426,697.6928571428567,719.478571428571,718.9571428571425,617.7536999999998,3914.003699999996,271,0,1.0410714285714286,4.9079754601227,0.8957142857142858,0,0,0,0,40,107.97554999999998
BLAN,2015-10-05,0,0.6528571428571429,NA,2015,NA,14.184271428571428,2.805,24.4619,32.4,100,0.07685714285714286,0.538,14.184271428571428,506.2573214285713,699.4928571428568,700.5071428571424,720.5214285714281,544.3225499999998,4019.672549999996,278,0,0.7625000000000001,4.9079754601227,0.8957142857142858,0,0,0,0,41,105.66884999999999
BLAN,2015-10-12,0,0.7014285714285714,NA,2015,2015-W42,11.362135714285714,-1.2568,23.738,30,100,0.07685714285714286,0.538,11.362135714285714,462.0682714285714,701.4642857142853,698.2214285714282,703.7857142857139,479.66244999999986,4118.962449999996,285,0,0.6778571428571429,4.9079754601227,0.8957142857142858,0,0,0,0,42,99.28989999999999
BLAN,2015-10-19,0,0.7914285714285715,NA,2015,NA,11.365499999999999,-3.2667,24.5631,21.200000000000003,100,0.15371428571428572,1.076,11.365499999999999,404.9318285714286,663.8552785714281,703.8714285714282,696.9499999999996,431.56955,4198.497399999997,292,0,0.5303571428571429,4.9079754601227,0.8957142857142858,0,0,0,0,43,79.53495
BLAN,2015-10-26,0,0.45714285714285713,NA,2015,NA,10.493057142857143,0.1867,20.225,41,100,4.992571428571429,34.948,10.493057142857143,365.8335,627.343414285714,669.129321428571,704.9928571428567,397.2523,4278.055899999997,299,0,0.5807142857142857,4.9079754601227,0.8957142857142858,0,0,0,0,44,79.5585
BLAN,2015-11-02,0,0.5078143709407033,NA,2015,NA,13.76105,0.9293,28.7429,23.64,101.98,0.07685714285714286,0.538,13.76105,358.27290714285715,573.5297714285712,632.6570357142854,674.403871428571,351.9509,4351.507299999997,306,0,0.6507142857142858,4.9079754601227,0.8957142857142858,0,0,0,0,45,73.45139999999999
BLAN,2015-11-09,0,0.3431530302896052,NA,2015,NA,8.514014285714286,-3.4849,19.2196,21.6,101.76,3.303,23.121000000000002,8.514014285714286,332.18209285714283,497.94646428571417,584.8094928571426,638.3533857142854,352.59825,4447.834649999996,313,0,0.6144535927351759,4.9079754601227,0.8957142857142858,0,0,0,0,46,96.32734999999998
BLAN,2015-11-16,0,0.46028890781972526,NA,2015,2015-W47,7.678028571428556,-3.050000000000004,20.549999999999972,16.01,101.79,0,0,7.678028571428556,323.46136428571424,453.6668142857143,506.2573214285713,595.2996571428569,321.06755,4507.432749999996,320,0,0.5248847074504343,4.9079754601227,0.8957142857142858,0,0,0,0,47,59.598099999999995
BLAN,2015-11-23,0,0.2920260619604432,NA,2015,NA,7.399999999999985,-2.250000000000049,19.849999999999987,26.18,99.3,0,0,7.399999999999985,289.49693571428554,400.8170071428571,462.0682714285714,515.4944785714284,308.1225499999999,4561.178949999996,327,0,0.4420997915482227,4.9079754601227,0.8957142857142858,0,0,0,0,48,53.74619999999989
BLAN,2015-11-30,0,0.1630876954179878,NA,2015,NA,4.178571428571403,-3.550000000000004,11.549999999999969,39.55,99.66,0,0,4.178571428571403,252.38649285714254,361.06969285714285,404.9318285714286,468.93868571428567,284.78649999999976,4612.978949999996,334,0,0.4008205927526192,4.9079754601227,0.8957142857142858,0,0,0,0,49,51.79999999999989
BLAN,2015-12-07,0,0.2808144189954882,NA,2015,2015-W50,9.30714285714284,-2.0500000000000034,21.849999999999987,39.02,99.41,0,0,9.30714285714284,208.53762857142812,356.61884285714285,365.8335,409.8342928571428,217.80629999999962,4642.228949999996,341,0,0.31463892387194037,4.9079754601227,0.8957142857142858,0,0,0,0,50,29.24999999999981
BLAN,2015-12-14,0,0.295228821880937,NA,2015,NA,6.307142857142829,-3.7500000000000493,19.149999999999995,25.9,99.55,0,0,6.307142857142829,215.75702142857082,329.2440285714286,358.27290714285715,372.30512857142855,214.60659999999947,4707.378949999996,348,0,0.2990542710484111,4.9079754601227,0.8957142857142858,0,0,0,0,51,65.14999999999986
BLAN,2015-12-21,0,0.26757966785704856,NA,2015,NA,12.842857142857122,4.449999999999999,22.849999999999987,39.42,100,0,0,12.842857142857122,229.6928571428565,320.15390714285707,332.18209285714283,358.1804285714286,197.89999999999938,4751.528949999995,355,0,0.2577892495637141,4.9079754601227,0.8957142857142858,0,0,0,0,52,44.1499999999998
BLAN,2015-12-28,0,0.23285714285714287,NA,2015,NA,4.3499999999999766,-3.2500000000000493,11.84999999999998,25.3,100,0,0,4.3499999999999766,239.5999999999993,286.5974714285712,323.46136428571424,336.68647857142855,246.34999999999934,4841.428949999996,362,0,0.25167765103786544,4.9079754601227,0.8957142857142858,0,0,0,0,53,89.89999999999985
BLAN,2016-01-04,0,0.26,NA,2016,NA,-0.24285714285716908,-11.950000000000042,13.249999999999957,19.700000000000003,100,0,0,1.6428571428571284,220.59999999999937,242.20177857142824,289.49693571428554,325.31064999999995,237.29999999999933,8.899999999999922,4,0,0.2691200128976542,4.9079754601227,0.8957142857142858,0,0,0,0,1,30.44999999999983
BLAN,2016-01-11,0,0.32857142857142857,NA,2016,NA,-0.26428571428574155,-10.250000000000053,11.749999999999957,22,100,0,0,1.5785714285714183,160.56428571428515,210.82239999999953,252.38649285714254,292.830657142857,206.44999999999936,20.39999999999982,11,0,0.26391640814878214,4.9079754601227,0.8957142857142858,0,0,0,0,2,11.499999999999892
BLAN,2016-01-18,0,0.13428571428571429,NA,2016,NA,-6.8857142857143145,-13.750000000000053,2.3499999999999757,24.8,100,0,0,0,117.07857142857098,212.52862857142796,208.53762857142812,261.9550928571426,145.59999999999948,31.449999999999747,18,0,0.272252059821405,4.9079754601227,0.8957142857142858,0,0,0,0,3,11.049999999999923
BLAN,2016-01-25,0,0.3057142857142857,NA,2016,NA,0.7428571428571219,-11.35000000000002,16.349999999999984,32.4,100,0,0,2.3928571428571317,50.29285714285682,234.9714285714279,215.75702142857082,208.99472857142814,76.9499999999996,31.449999999999747,25,0,0.23892857142857143,4.9079754601227,0.8957142857142858,0,0,0,0,4,-5.551115123125783e-15
BLAN,2016-02-01,0,0.36142857142857143,NA,2016,NA,3.3714285714285483,-5.150000000000028,11.84999999999998,15.5,100,0,0,3.37857142857141,56.55714285714254,238.9857142857136,229.6928571428565,218.14367857142798,46.44999999999969,48.19999999999967,32,0,0.2571428571428572,4.9079754601227,0.8957142857142858,0,0,0,0,5,16.749999999999915
BLAN,2016-02-08,0,0.24571428571428572,NA,2016,NA,-4.4428571428571635,-13.050000000000008,7.749999999999955,5.300000000000001,100,0,0,0.37857142857142395,53.40714285714255,214.52857142857079,239.5999999999993,222.77142857142795,60.89999999999968,71.84999999999954,39,0,0.28250000000000003,4.9079754601227,0.8957142857142858,0,0,0,0,6,23.649999999999864
BLAN,2016-02-15,0,0.31857142857142856,NA,2016,NA,3.478571428571402,-7.150000000000028,20.149999999999995,16.5,100,0,0,4.07857142857141,53.3499999999997,153.94999999999945,220.59999999999937,240.89285714285646,48.04999999999974,74.4999999999995,46,0,0.2617857142857143,4.9079754601227,0.8957142857142858,0,0,0,0,7,2.649999999999962
BLAN,2016-02-22,0,0.38142857142857145,NA,2016,NA,4.642857142857121,-3.1500000000000266,19.950000000000006,20.900000000000002,95.80000000000001,0,0,4.664285714285696,85.528571428571,105.89285714285671,160.56428571428515,225.0071428571422,71.59999999999964,103.04999999999937,53,0,0.3078571428571429,4.9079754601227,0.8957142857142858,0,0,0,0,8,28.549999999999866
BLAN,2016-02-29,0,0.38,NA,2016,NA,3.7499999999999862,-5.550000000000005,19.149999999999995,20.1,100,0,0,3.9071428571428455,97.36428571428529,47.75714285714254,117.07857142857098,169.25714285714227,98.04999999999953,135.69999999999925,60,0,0.3267857142857143,4.9079754601227,0.8957142857142858,0,0,0,0,9,32.64999999999987
BLAN,2016-03-07,0,0.8714285714285714,NA,2016,NA,14.192857142857125,-0.15000000000002506,28.150000000000002,20.6,100,0.8568571428571429,5.998,14.192857142857125,146.68571428571389,57.80714285714253,50.29285714285682,126.88571428571382,93.44999999999959,163.04999999999916,67,0,0.33142857142857146,4.9079754601227,0.8957142857142858,0,0,0,0,10,27.349999999999913
BLAN,2016-03-14,0,0.6257142857142858,NA,2016,2016-W11,9.007142857142844,-0.05000000000000229,24.049999999999976,21.700000000000003,100,0,0,9.007142857142844,225.6999999999995,51.321428571428285,56.55714285714254,54.649999999999665,187.89999999999955,262.39999999999907,74,0,0.4878571428571429,4.9079754601227,0.8957142857142858,0,0,0,0,11,99.34999999999988
BLAN,2016-03-21,0,0.814304700123661,NA,2016,NA,10.692857142857124,-1.6500000000000257,25.349999999999987,19.8,101.79,0,0,10.692857142857124,254.39999999999955,58.26428571428539,53.40714285714255,54.49285714285683,243.34999999999954,325.44999999999897,81,0,0.5646428571428572,4.9079754601227,0.8957142857142858,0,0,0,0,12,63.0499999999999
BLAN,2016-03-28,0,0.7090116671156007,NA,2016,NA,11.357142857142831,-0.7500000000000481,28.04999999999998,22.22,102,0,0,11.357142857142831,300.8785714285709,89.55714285714242,53.3499999999997,55.242857142856835,278.44999999999953,400.2999999999988,88,0,0.6728618893166296,4.9079754601227,0.8957142857142858,0,0,0,0,13,74.84999999999987
BLAN,2016-04-04,0,0.47166315710795714,NA,2016,NA,5.6428571428571175,-4.550000000000004,22.049999999999976,20.96,101.31,0,0,5.6428571428571175,311.86428571428513,96.62857142857101,85.528571428571,49.985714285714,324.59999999999945,479.79999999999865,95,0,0.7551148060955297,4.9079754601227,0.8957142857142858,0,0,0,0,14,79.49999999999982
BLAN,2016-04-11,1.606425702811245,0.7060572686283499,NA,2016,NA,11.449999999999983,-0.25000000000004785,24.549999999999976,22.09,101.92,0,0,11.449999999999983,279.271428571428,160.37142857142817,97.36428571428529,81.74999999999959,280.44999999999936,519.2999999999985,102,0,0.6551734525153762,4.9079754601227,0.8957142857142858,0,0,0,0,15,39.499999999999815
BLAN,2016-04-18,3.21285140562249,0.7709444191795982,NA,2016,NA,15.9285714285714,4.3499999999999766,30.249999999999964,14.16,102,0,0,15.9285714285714,321.0071428571422,231.22857142857094,146.68571428571389,98.02142857142813,280.2499999999994,599.4499999999983,109,0.40160642570281124,0.6752591982438922,4.9079754601227,0.8957142857142858,1.606425702811245,0,0,0,16,80.14999999999988
BLAN,2016-04-25,4.819277108433735,0.3263012677998589,NA,2016,2016-W17,13.892857142857133,7.14999999999999,27.95000000000001,29.49,101.8,0,0,13.892857142857133,347.81428571428506,261.97142857142813,225.6999999999995,133.19285714285675,330.3499999999993,710.9499999999981,116,1.2048192771084336,0.6644191280078765,4.9079754601227,0.8957142857142858,3.21285140562249,1.606425702811245,0,0,17,111.4999999999998
BLAN,2016-05-02,6.505032475581338,0.3238744875004167,NA,2016,NA,14.678571428571416,6.349999999999978,28.849999999999987,6,102,0,0,14.678571428571416,377.74999999999943,307.0214285714281,254.39999999999955,217.77857142857093,343.2499999999994,808.1999999999981,123,2.4096385542168677,0.5687415281789411,7.377300613496933,0.9460714285714287,4.819277108433735,3.21285140562249,1.606425702811245,0,18,97.24999999999993
BLAN,2016-05-09,8.190787842728941,0.5542857142857143,NA,2016,NA,14.307142857142841,2.849999999999976,25.149999999999995,38.5,100,0,0,14.307142857142841,427.42857142857093,305.1285714285708,300.8785714285709,249.38571428571385,397.8499999999995,910.949999999998,130,4.035896673112202,0.5317943607770559,9.043967280163601,1.0260714285714287,6.505032475581338,4.819277108433735,3.21285140562249,1.606425702811245,19,102.74999999999991
BLAN,2016-05-16,9.876543209876544,0.44,NA,2016,2016-W20,13.44285714285712,6.549999999999966,23.849999999999987,30.700000000000003,98.7,0,0,13.44285714285712,430.20714285714234,281.1357142857137,311.86428571428513,294.2857142857138,439.7499999999995,1011.0999999999979,137,5.681987208091626,0.493851472191397,9.907975460122701,0.8714285714285714,8.190787842728941,6.505032475581338,4.819277108433735,3.21285140562249,20,100.14999999999988
BLAN,2016-05-23,20.25957581513137,1.1285714285714286,NA,2016,NA,22.52142857142856,10.749999999999957,32.95000000000001,32.1,100,0,0,22.52142857142856,447.8499999999995,327.16428571428503,279.271428571428,318.17142857142795,419.5999999999995,1105.1999999999978,144,7.3479101591551395,0.41111536739649746,12.302472578546197,0.9632142857142858,9.876543209876544,8.190787842728941,6.505032475581338,4.819277108433735,21,94.09999999999984
BLAN,2016-05-30,30.642608420386196,0.8400000000000001,NA,2016,NA,23.249999999999982,15.049999999999969,31.249999999999964,45.7,100,0,0,23.249999999999982,514.0999999999995,350.06428571428506,321.0071428571422,279.2999999999994,480.59999999999957,1262.8499999999976,151,11.20798483582955,0.6116829075893899,12.649546712159486,1.0257142857142858,20.25957581513137,9.876543209876544,8.190787842728941,6.505032475581338,22,157.64999999999992
BLAN,2016-06-06,41.02564102564102,1.3885714285714286,NA,2016,2016-W23,21.307142857142843,9.14999999999999,34.45000000000001,28.1,100,0,0,21.307142857142843,567.8071428571424,385.53571428571377,347.81428571428506,313.84999999999934,543.3499999999995,1425.5999999999976,158,17.242378822030762,0.7407142857142858,10.949197860962565,0.9564285714285714,30.642608420386196,20.25957581513137,9.876543209876544,8.190787842728941,23,162.7499999999999
BLAN,2016-06-13,33.03628378255244,0.9957142857142858,NA,2016,NA,21.842857142857124,13.549999999999969,30.84999999999999,30.3,100,0,0,21.842857142857124,623.3928571428567,431.75714285714236,377.74999999999943,345.9714285714279,587.4499999999995,1574.7499999999975,165,25.451092117758783,0.9492857142857143,9.27718428054947,1.075,41.02564102564102,30.642608420386196,20.25957581513137,9.876543209876544,24,149.1499999999999
BLAN,2016-06-20,25.046926539463854,0.91,NA,2016,NA,23.464285714285705,16.049999999999972,31.54999999999998,35.800000000000004,100,0,0,23.464285714285705,675.5214285714281,427.95714285714234,427.42857142857093,369.9499999999994,646.9999999999995,1727.6499999999974,172,31.24102726092776,1.0882142857142858,5.300358545748234,0.9810714285714286,33.03628378255244,41.02564102564102,30.642608420386196,20.25957581513137,25,152.89999999999986
BLAN,2016-06-27,17.057569296375267,0.8457142857142858,NA,2016,2016-W26,21.99285714285713,13.049999999999969,31.849999999999987,46,100,0,0,21.99285714285713,672.8214285714281,457.47142857142813,430.20714285714234,421.44285714285667,676.3499999999996,1891.8999999999971,179,32.437864942010876,1.0335714285714286,3.399291066541033,0.8935714285714287,25.046926539463854,33.03628378255244,41.02564102564102,30.642608420386196,26,164.24999999999991
BLAN,2016-07-04,11.371712864250178,1.0042857142857142,NA,2016,NA,24.678571428571413,15.24999999999996,32.65,40.400000000000006,100,0,0,24.678571428571413,678.5428571428567,522.5999999999995,447.8499999999995,433.0857142857138,667.0499999999996,2045.8499999999972,186,29.041605161008146,1.0350000000000001,3.225198546237717,0.9703571428571429,17.057569296375267,25.046926539463854,33.03628378255244,41.02564102564102,27,153.9499999999999
BLAN,2016-07-11,5.685856432125089,1.282857142857143,NA,2016,NA,25.942857142857125,17.049999999999972,34.749999999999964,37.7,97.60000000000001,0,0,25.942857142857125,703.5142857142853,573.7857142857138,514.0999999999995,439.1357142857138,693.5499999999995,2218.599999999997,193,21.628123120660437,0.9389285714285714,2.702322729244253,1.0325,11.371712864250178,17.057569296375267,25.046926539463854,33.03628378255244,28,172.7499999999999
BLAN,2016-07-18,0,1.4957142857142858,NA,2016,2016-W29,26.59285714285713,15.549999999999969,36.34999999999999,33.4,96,0,0,26.59285714285713,727.128571428571,632.9928571428567,567.8071428571424,505.1357142857138,716.4999999999995,2400.199999999997,200,14.790516283053599,1.0107142857142857,1.8306636155606408,1.095357142857143,5.685856432125089,11.371712864250178,17.057569296375267,25.046926539463854,29,181.59999999999988
BLAN,2016-07-25,0,1.2671428571428571,NA,2016,NA,27.064285714285706,20.049999999999972,36.84999999999999,39.7,100,0,0,27.064285714285706,759.8071428571425,677.678571428571,623.3928571428567,561.5071428571424,739.3499999999996,2586.3499999999967,207,8.528784648187635,1.1571428571428573,0.9153318077803204,1.1832142857142858,0,5.685856432125089,11.371712864250178,17.057569296375267,30,186.14999999999992
BLAN,2016-08-01,0,0.92,NA,2016,NA,24.10714285714285,16.049999999999972,31.450000000000014,36.4,100,0,0,24.10714285714285,778.278571428571,671.0857142857138,675.5214285714281,614.8857142857138,771.0999999999997,2775.7999999999965,214,4.2643923240938175,1.2625,0.30511060259344014,1.1596428571428572,0,0,5.685856432125089,11.371712864250178,31,189.44999999999993
BLAN,2016-08-08,0,1.1414285714285715,NA,2016,2016-W32,26.735714285714266,17.24999999999996,35.749999999999964,39,100,0,0,26.735714285714266,776.878571428571,682.3857142857138,672.8214285714281,671.328571428571,773.5999999999997,2944.5499999999965,221,1.421464108031273,1.2414285714285715,0,1.1857142857142857,0,0,0,5.685856432125089,32,168.74999999999994
BLAN,2016-08-15,1.1065006915629323,1.3457142857142859,NA,2016,NA,25.86428571428571,17.349999999999984,33.749999999999964,38.5,100,0,0,25.86428571428571,786.6714285714282,708.0214285714281,678.5428571428567,674.1499999999995,783.2999999999996,3131.6999999999966,228,9.992007221626409e-16,1.2060714285714287,0,1.2060714285714287,0,0,0,0,33,187.14999999999986
BLAN,2016-08-22,2.2130013831258646,1.102857142857143,NA,2016,NA,24.44285714285713,14.849999999999982,34.34999999999999,39.6,100,0,0,24.44285714285713,764.8142857142855,730.7071428571425,703.5142857142853,674.7571428571424,784.7999999999997,3312.7499999999964,235,0.2766251728907341,1.1685714285714286,0,1.1642857142857144,1.1065006915629323,0,0,0,34,181.04999999999995
